[2026-04-29T08:48:06.991Z] status=201 signature=valid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-ORDER-1
[2026-04-29T08:48:07.001Z] status=201 signature=valid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-ORDER-1
[2026-04-29T08:48:50.156Z] status=401 signature=invalid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-WRONG-1
[2026-04-29T08:48:50.188Z] status=201 signature=valid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-ORDER-2
[2026-04-29T08:48:50.202Z] status=201 signature=valid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-ORDER-2
[2026-04-29T08:49:24.682Z] status=401 signature=invalid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-WRONG-2
[2026-04-29T08:49:24.736Z] status=201 signature=valid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-ORDER-3
[2026-04-29T08:49:24.746Z] status=201 signature=valid restaurant=rst_2o70jiyf platform=Yemeksepeti order=SUNUM-ORDER-3
[2026-04-29T13:44:18.257Z] status=401 signature=invalid restaurant=rst_19dgbowt platform=Yemeksepeti order=YS-WRONG-1777470258253
[2026-04-29T13:44:18.268Z] status=201 signature=valid restaurant=rst_19dgbowt platform=Yemeksepeti order=YS-1777470258258
[2026-04-29T13:44:18.276Z] status=201 signature=valid restaurant=rst_19dgbowt platform=Yemeksepeti order=YS-1777470258258
[2026-04-29T13:44:18.286Z] status=201 signature=valid restaurant=rst_19dgbowt platform=Yemeksepeti order=YS-REJECT-1777470258276
